НАЗВАНИЕ,ОПИСАНИЕ,ЦЕНА,"ВАЛЮТНЫЙ КОД",КОЛИЧЕСТВО,ТЕГИ,МАТЕРИАЛЫ,ИЗОБРАЖЕНИЕ1,ИЗОБРАЖЕНИЕ2,ИЗОБРАЖЕНИЕ3,ИЗОБРАЖЕНИЕ4,ИЗОБРАЖЕНИЕ5,ИЗОБРАЖЕНИЕ6,ИЗОБРАЖЕНИЕ7,ИЗОБРАЖЕНИЕ8,ИЗОБРАЖЕНИЕ9,ИЗОБРАЖЕНИЕ10,"ТИП ВАРИАНТА 1","ИМЯ ВАРИАНТА 1","ЗНАЧЕНИЯ ВАРИАНТА 1","ТИП ВАРИАНТА 2","ИМЯ ВАРИАНТА 2","ЗНАЧЕНИЯ ВАРИАНТА 2",SKU
"Желтый натуральный балтийский янтарь, серебряный кулон, медовый подлинный янтарный каплевидный пендент, русские янтарные украшения","Желтый натуральный балтийский янтарь, серебряный кулон
Длина: 5 см

Янтарные подвески являются уникальными украшениями с золотым цветом солнца.
Изделия изготовлены из натурального янтаря, который уже давно славится своим благородным внешним видом и создает эффект теплого комфорта солнечных лучей. Благодаря тому, что натуральный янтарь имеет различную структуру и цвет, изделия из этого материала очень уникальны и отличаются друг от друга. Приобретая кулон с янтарем, человек получает уникальный продукт из материала, структура которого формировалась природой, а мастер превратил его в украшение.",801,USD,1,"baltic_sea_amber,natural_amulet,honey_amber_stone,real_natural_amber,genuine_baltic_amber,Russian_jewellry,amber_gift_for_her,yellow_pendant,present_for_her,cute_pendant,tear_amber_pendant,cognac_amber,teardrop_pendent",Янтарь,https://i.etsystatic.com/26718419/r/il/01699c/3421816032/il_fullxfull.3421816032_ky6n.jpg,https://i.etsystatic.com/26718419/r/il/aa65c8/3469489021/il_fullxfull.3469489021_l3jm.jpg,https://i.etsystatic.com/26718419/r/il/c3ffda/3469489407/il_fullxfull.3469489407_9bdc.jpg,https://i.etsystatic.com/26718419/r/il/58a390/3421815736/il_fullxfull.3421815736_l83g.jpg,https://i.etsystatic.com/26718419/r/il/187de8/3421815738/il_fullxfull.3421815738_l6or.jpg,https://i.etsystatic.com/26718419/r/il/db26b6/3469489023/il_fullxfull.3469489023_nwkx.jpg,https://i.etsystatic.com/26718419/r/il/fc53dc/3469489033/il_fullxfull.3469489033_lx7h.jpg,https://i.etsystatic.com/26718419/r/il/c4871d/3469489035/il_fullxfull.3469489035_jejp.jpg,https://i.etsystatic.com/26718419/r/il/8b7a79/3469489037/il_fullxfull.3469489037_lexm.jpg,,,,,,,,2200001889354
"Браслет из натуральной коричневой кожи с желтым янтарем, Натуральный балтийский квадратный янтарь, украшения из русского янтаря","Браслет из натуральной коричневой кожи с желтой янтарной деталью
длина: 23 см
Вес: 110 г

Изделие ручной работы
Наш интернет-магазин янтаря предлагает вам замечательные продукты, созданные самой природой. На наших виртуальных витринах вы увидите янтарные изделия, которые имеют красоту, оригинальность и уникальные свойства. С древних времен было известно, что янтарь является волшебным камнем. Добывается в карьерах «голубой земли», на пляжах и косяках. Затем они обрабатываются и даются миру.",185,USD,1,"woman_bracelet,man_bracelet,leather_bracelet,Amber_bracelet,Baltic_amber,amber_jewelry,yellow_amber,brown_bracelet,natural_amber,genuine_amber,cognac_amber_jewelry,Russian_jewellry",Янтарь,https://i.etsystatic.com/26718419/r/il/3e2227/3421794746/il_fullxfull.3421794746_lx7m.jpg,https://i.etsystatic.com/26718419/r/il/ab2bff/3421795318/il_fullxfull.3421795318_a3kp.jpg,https://i.etsystatic.com/26718419/r/il/1a3a1b/3469467989/il_fullxfull.3469467989_eboi.jpg,https://i.etsystatic.com/26718419/r/il/a346ea/3421794752/il_fullxfull.3421794752_jb7r.jpg,https://i.etsystatic.com/26718419/r/il/2eb002/3469468005/il_fullxfull.3469468005_4vtx.jpg,https://i.etsystatic.com/26718419/r/il/ece76e/3469468233/il_fullxfull.3469468233_dnas.jpg,https://i.etsystatic.com/26718419/r/il/fcd65a/3469467999/il_fullxfull.3469467999_jrwa.jpg,https://i.etsystatic.com/26718419/r/il/1a2173/3421794754/il_fullxfull.3421794754_am8a.jpg,https://i.etsystatic.com/26718419/r/il/18d06b/3469467997/il_fullxfull.3469467997_9tor.jpg,https://i.etsystatic.com/26718419/r/il/fe91e1/3421794756/il_fullxfull.3421794756_h4l8.jpg,,,,,,,2200001242760
"Часы из натурального балтийского янтаря Париж браслет, коньячный янтарь и серебристый овальный браслет, украшения из русского янтаря","Стильный браслет из натурального балтийского янтаря WATCH
Общий вес: 34.18 гр

Изделие ручной работы
Наш интернет-магазин янтаря предлагает вам замечательные продукты, созданные самой природой. На наших виртуальных витринах вы увидите янтарные изделия, которые имеют красоту, оригинальность и уникальные свойства. С древних времен было известно, что янтарь является волшебным камнем. Добывается в карьерах «голубой земли», на пляжах и косяках. Затем они обрабатываются и даются миру.",418,USD,1,"woman_bracelet,Amber_bracelet,Baltic_amber,amber_jewelry,natural_amber_beads,Russian_jewelry,genuine_amber,amber_gift_for_her,amber_silver_present,geometric_bracelet,round_bracelet,watch_bracelet,clock_bracelet",Янтарь,https://i.etsystatic.com/26718419/r/il/eb36f2/3417305154/il_fullxfull.3417305154_bom5.jpg,https://i.etsystatic.com/26718419/r/il/eafb64/3464978951/il_fullxfull.3464978951_307c.jpg,https://i.etsystatic.com/26718419/r/il/07ed8a/3417304518/il_fullxfull.3417304518_foxk.jpg,https://i.etsystatic.com/26718419/r/il/ac685c/3464978955/il_fullxfull.3464978955_aei4.jpg,https://i.etsystatic.com/26718419/r/il/e7c8fc/3417304504/il_fullxfull.3417304504_ruyd.jpg,https://i.etsystatic.com/26718419/r/il/df81fe/3464978953/il_fullxfull.3464978953_h4dl.jpg,https://i.etsystatic.com/26718419/r/il/f09838/3417304512/il_fullxfull.3417304512_q8gi.jpg,https://i.etsystatic.com/26718419/r/il/ca9e2e/3417304510/il_fullxfull.3417304510_ca2o.jpg,https://i.etsystatic.com/26718419/r/il/a5ba17/3464978963/il_fullxfull.3464978963_h6g3.jpg,,,,,,,,2200001322950
"Браслет из натурального балтийского янтаря со слонами, желтый, коричневый янтарный и серебряный браслет, русские янтарные украшения","Браслет из стерлингового серебра и натурального балтийского янтаря
Длина: 18 см
Общий вес: 10.63 гр

Изделие ручной работы
Наш интернет-магазин янтаря предлагает вам замечательные продукты, созданные самой природой. На наших виртуальных витринах вы увидите янтарные изделия, которые имеют красоту, оригинальность и уникальные свойства. С древних времен было известно, что янтарь является волшебным камнем. Добывается в карьерах «голубой земли», на пляжах и косяках. Затем они обрабатываются и даются миру.",59,USD,1,"woman_bracelet,Amber_bracelet,Baltic_amber,amber_jewelry,yellow_real_amber,beaded_bracelet,natural_amber_beads,Russian_jewelry,genuine_amber,amber_gift_for_her,amber_silver_present,rhomb_beaded,rhomb_bracelet",Янтарь,https://i.etsystatic.com/26718419/r/il/2e0047/3417295036/il_fullxfull.3417295036_3y5l.jpg,https://i.etsystatic.com/26718419/r/il/68413d/3417285860/il_fullxfull.3417285860_4133.jpg,https://i.etsystatic.com/26718419/r/il/bfa89a/3417285096/il_fullxfull.3417285096_t5rf.jpg,https://i.etsystatic.com/26718419/r/il/0c811d/3417285086/il_fullxfull.3417285086_2cdu.jpg,https://i.etsystatic.com/26718419/r/il/3a2afc/3417285084/il_fullxfull.3417285084_l5b1.jpg,https://i.etsystatic.com/26718419/r/il/2c912b/3464959695/il_fullxfull.3464959695_dvnx.jpg,https://i.etsystatic.com/26718419/r/il/62880d/3417285094/il_fullxfull.3417285094_ko53.jpg,https://i.etsystatic.com/26718419/r/il/94dca7/3464959697/il_fullxfull.3464959697_q4ab.jpg,https://i.etsystatic.com/26718419/r/il/53fe74/3464959717/il_fullxfull.3464959717_khen.jpg,,,,,,,,2200000398857
"Натуральный балтийский янтарь, серебряный браслет из бисера со слонами, желтый янтарный и серебряный браслет, русские янтарные украшения","Браслет из стерлингового серебра и натурального балтийского янтаря
Длина: 22 см
Общий вес: 11.3 гр

Изделие ручной работы
Наш интернет-магазин янтаря предлагает вам замечательные продукты, созданные самой природой. На наших виртуальных витринах вы увидите янтарные изделия, которые имеют красоту, оригинальность и уникальные свойства. С древних времен было известно, что янтарь является волшебным камнем. Добывается в карьерах «голубой земли», на пляжах и косяках. Затем они обрабатываются и даются миру.",59.5,USD,1,"woman_bracelet,Amber_bracelet,Baltic_amber,amber_jewelry,yellow_real_amber,beaded_bracelet,natural_amber_beads,Russian_jewelry,genuine_amber,amber_gift_for_her,amber_silver_present,elephant_bracelet",Янтарь,https://i.etsystatic.com/26718419/r/il/c2c360/3460886615/il_fullxfull.3460886615_508y.jpg,https://i.etsystatic.com/26718419/r/il/07b99d/3460880161/il_fullxfull.3460880161_82gy.jpg,https://i.etsystatic.com/26718419/r/il/b9064a/3460880163/il_fullxfull.3460880163_b506.jpg,https://i.etsystatic.com/26718419/r/il/57daa3/3460880155/il_fullxfull.3460880155_41pf.jpg,https://i.etsystatic.com/26718419/r/il/36c945/3413210126/il_fullxfull.3413210126_tgsp.jpg,https://i.etsystatic.com/26718419/r/il/fb5e5b/3413210130/il_fullxfull.3413210130_lvnd.jpg,https://i.etsystatic.com/26718419/r/il/c784d7/3460880157/il_fullxfull.3460880157_nyq5.jpg,https://i.etsystatic.com/26718419/r/il/b58146/3413210132/il_fullxfull.3413210132_sny0.jpg,https://i.etsystatic.com/26718419/r/il/1d7c54/3413210142/il_fullxfull.3413210142_tcur.jpg,,,,,,,,2200007526789
"Круглый браслет из натурального балтийского янтаря, браслет желтого янтаря и серебра, украшения из русского янтаря","Стильный браслет из натурального балтийского янтаря
Общий вес: 35.19 гр

Изделие ручной работы
Наш интернет-магазин янтаря предлагает вам замечательные продукты, созданные самой природой. На наших виртуальных витринах вы увидите янтарные изделия, которые имеют красоту, оригинальность и уникальные свойства. С древних времен было известно, что янтарь является волшебным камнем. Добывается в карьерах «голубой земли», на пляжах и косяках. Затем они обрабатываются и даются миру.",197,USD,1,"woman_bracelet,Amber_bracelet,Baltic_amber,amber_jewelry,yellow_real_amber,natural_amber_beads,Russian_jewelry,genuine_amber,amber_gift_for_her,amber_silver_present,geometric_bracelet,round_bracelet,circle_bracelet",Янтарь,https://i.etsystatic.com/26718419/r/il/659351/3460866355/il_fullxfull.3460866355_acez.jpg,https://i.etsystatic.com/26718419/r/il/eae716/3413195590/il_fullxfull.3413195590_ng8g.jpg,https://i.etsystatic.com/26718419/r/il/177aac/3460865569/il_fullxfull.3460865569_nudk.jpg,https://i.etsystatic.com/26718419/r/il/1c1f1b/3460865555/il_fullxfull.3460865555_64zl.jpg,https://i.etsystatic.com/26718419/r/il/820d2d/3460865557/il_fullxfull.3460865557_poaz.jpg,https://i.etsystatic.com/26718419/r/il/8b054b/3413195598/il_fullxfull.3413195598_snxn.jpg,https://i.etsystatic.com/26718419/r/il/0ee567/3413195592/il_fullxfull.3413195592_nmt6.jpg,https://i.etsystatic.com/26718419/r/il/f2b4b1/3460865563/il_fullxfull.3460865563_96h7.jpg,,,,,,,,,2200000366634
"Браслет из натурального балтийского янтаря, браслет из натурального янтаря Коричнево-желтый, русские разноцветные янтарные украшения","Браслет из натурального балтийского янтаря
Общий вес: 8.16 гр

Изделие ручной работы
Наш интернет-магазин янтаря предлагает вам замечательные продукты, созданные самой природой. На наших виртуальных витринах вы увидите янтарные изделия, которые имеют красоту, оригинальность и уникальные свойства. С древних времен было известно, что янтарь является волшебным камнем. Добывается в карьерах «голубой земли», на пляжах и косяках. Затем они обрабатываются и даются миру.",117,USD,1,"woman_bracelet,Amber_bracelet,Baltic_amber,amber_jewelry,yellow_real_amber,beaded_bracelet,natural_amber_beads,Russian_jewelry,genuine_amber,amber_gift_for_her,multicolored_amber,thin_amber_bracelet,brown_amber_bracelet",Янтарь,https://i.etsystatic.com/26718419/r/il/099aa5/3408468122/il_fullxfull.3408468122_pvp7.jpg,https://i.etsystatic.com/26718419/r/il/2842c8/3408467376/il_fullxfull.3408467376_a5y4.jpg,https://i.etsystatic.com/26718419/r/il/35b0a8/3456137803/il_fullxfull.3456137803_f17i.jpg,https://i.etsystatic.com/26718419/r/il/7e208d/3408467370/il_fullxfull.3408467370_gk5z.jpg,https://i.etsystatic.com/26718419/r/il/56df59/3408467600/il_fullxfull.3408467600_frrb.jpg,https://i.etsystatic.com/26718419/r/il/7b1322/3408467604/il_fullxfull.3408467604_guy6.jpg,https://i.etsystatic.com/26718419/r/il/cf12ac/3408467614/il_fullxfull.3408467614_3fee.jpg,https://i.etsystatic.com/26718419/r/il/4de025/3408467826/il_fullxfull.3408467826_9gqr.jpg,https://i.etsystatic.com/26718419/r/il/1e53cb/3456138191/il_fullxfull.3456138191_s572.jpg,,,,,,,,2200006131724
"Браслет из натурального балтийского янтаря, браслет из желтого и медового янтаря, украшения из русского янтаря","Браслет из натурального балтийского янтаря

Изделие ручной работы
Наш интернет-магазин янтаря предлагает вам замечательные продукты, созданные самой природой. На наших виртуальных витринах вы увидите янтарные изделия, которые имеют красоту, оригинальность и уникальные свойства. С древних времен было известно, что янтарь является волшебным камнем. Добывается в карьерах «голубой земли», на пляжах и косяках. Затем они обрабатываются и даются миру.",27,USD,1,"woman_bracelet,Amber_bracelet,Baltic_amber,amber_jewelry,yellow_real_amber,beaded_bracelet,natural_amber_beads,Russian_jewelry,genuine_amber,amber_gift_for_her,honey_amber_bracelet,amber_present","Янтарь,Серебро",https://i.etsystatic.com/26718419/r/il/67b648/3456134973/il_fullxfull.3456134973_enmx.jpg,https://i.etsystatic.com/26718419/r/il/f3da1d/3408456612/il_fullxfull.3408456612_tqv7.jpg,https://i.etsystatic.com/26718419/r/il/4ec57e/3456127187/il_fullxfull.3456127187_obal.jpg,,,,,,,,,,,,,,2200001388451
"Красивые янтарные серьги, янтарные украшения, подарочные украшения","Изделие ручной работы
Наш интернет-магазин янтаря предлагает вам замечательные продукты, созданные самой природой. На наших виртуальных витринах вы увидите янтарные изделия, которые имеют красоту, оригинальность и уникальные свойства. С древних времен было известно, что янтарь является волшебным камнем. Добывается в карьерах «голубой земли», на пляжах и косяках. Затем они обрабатываются и даются миру.

Красивые серьги из каменного янтаря, балтийские серьги из янтаря, ювелирные изделия из янтаря, ювелирные изделия",171,USD,1,"amber_Earrings,Beautiful_stone,Baltic_amber,earrings,Amber_Jewellery,Gift_Jewelry,Gift",Серебро,https://i.etsystatic.com/26718419/r/il/fff835/3452772109/il_fullxfull.3452772109_a6x4.jpg,https://i.etsystatic.com/26718419/r/il/793202/3405106378/il_fullxfull.3405106378_g8ez.jpg,https://i.etsystatic.com/26718419/r/il/1b4aac/3405106376/il_fullxfull.3405106376_n6x7.jpg,,,,,,,,,,,,,,2200001607095
"Натуральный браслет с янтарем, балтийским янтарем, янтарными украшениями, браслетом","Вес: 5,88 г

Изделие ручной работы
Наш интернет-магазин янтаря предлагает вам замечательные продукты, созданные самой природой. На наших виртуальных витринах вы увидите янтарные изделия, которые имеют красоту, оригинальность и уникальные свойства. С древних времен было известно, что янтарь является волшебным камнем. Добывается в карьерах «голубой земли», на пляжах и косяках. Затем они обрабатываются и даются миру.",60.5,USD,1,"woman_bracelet,man_bracelet,green_amber,leather_bracelet,Amber_bracelet,Baltic_amber,amber_jewelry,bracelet",Серебро,https://i.etsystatic.com/26718419/r/il/f054c0/2924166693/il_fullxfull.2924166693_78wm.jpg,https://i.etsystatic.com/26718419/r/il/ab799b/2876481410/il_fullxfull.2876481410_kt0k.jpg,https://i.etsystatic.com/26718419/r/il/ee05bb/2924166225/il_fullxfull.2924166225_n52j.jpg,https://i.etsystatic.com/26718419/r/il/6a2ec9/2924166227/il_fullxfull.2924166227_ad4g.jpg,https://i.etsystatic.com/26718419/r/il/2e9ac7/2924166229/il_fullxfull.2924166229_5b60.jpg,https://i.etsystatic.com/26718419/r/il/d47f02/2924166239/il_fullxfull.2924166239_mrg2.jpg,https://i.etsystatic.com/26718419/r/il/d71c32/2876481402/il_fullxfull.2876481402_8j7i.jpg,https://i.etsystatic.com/26718419/r/il/cd0bba/2876481408/il_fullxfull.2876481408_4guf.jpg,,,,,,,,,2200006453116
"Балтийские янтарные бусы","Вес: 19,95 г

Янтарные бусины – это уникальные украшения с золотым солнечным цветом.

Изделия изготовлены из натурального янтаря, который уже давно славится своим благородным внешним видом и создает эффект теплого комфорта солнечных лучей. Благодаря тому, что натуральный янтарь имеет различную структуру и цвет, изделия из этого материала очень уникальны и отличаются друг от друга. Приобретая кулон с янтарем, человек получает уникальный продукт из материала, структура которого формировалась природой, а мастер превратил его в украшение.",237.6,USD,1,"amber_necklace,amber,baltic_amber,amber_pendant,amber_stone,natural_amber,natural_amulet,baltic_sea_amber,beads,amber_beads",,https://i.etsystatic.com/26718419/r/il/dd430c/2924153475/il_fullxfull.2924153475_9evh.jpg,https://i.etsystatic.com/26718419/r/il/83fbc0/2924153489/il_fullxfull.2924153489_f6wn.jpg,https://i.etsystatic.com/26718419/r/il/5d2713/2924153363/il_fullxfull.2924153363_d4e2.jpg,https://i.etsystatic.com/26718419/r/il/479a68/2876468704/il_fullxfull.2876468704_45n2.jpg,https://i.etsystatic.com/26718419/r/il/abd6f9/2924153437/il_fullxfull.2924153437_my7w.jpg,https://i.etsystatic.com/26718419/r/il/2f7d05/2876468774/il_fullxfull.2876468774_qwgs.jpg,https://i.etsystatic.com/26718419/r/il/0c3c8e/2924153459/il_fullxfull.2924153459_f1ci.jpg,https://i.etsystatic.com/26718419/r/il/717c6c/2924153451/il_fullxfull.2924153451_cg7a.jpg,https://i.etsystatic.com/26718419/r/il/8ac099/2876468770/il_fullxfull.2876468770_r6qe.jpg,https://i.etsystatic.com/26718419/r/il/9b3a3d/2924153463/il_fullxfull.2924153463_mr9r.jpg,,,,,,,2200000399526
"Балтийские янтарные бусы","Вес: 18,39 г

Янтарные бусины – это уникальные украшения с золотым солнечным цветом.

Изделия изготовлены из натурального янтаря, который уже давно славится своим благородным внешним видом и создает эффект теплого комфорта солнечных лучей. Благодаря тому, что натуральный янтарь имеет различную структуру и цвет, изделия из этого материала очень уникальны и отличаются друг от друга. Приобретая кулон с янтарем, человек получает уникальный продукт из материала, структура которого формировалась природой, а мастер превратил его в украшение.",128.7,USD,1,"amber_necklace,amber,baltic_amber,amber_pendant,amber_stone,natural_amber,natural_amulet,baltic_sea_amber,beads,amber_beads",,https://i.etsystatic.com/26718419/r/il/e42e75/2924146683/il_fullxfull.2924146683_hxm0.jpg,https://i.etsystatic.com/26718419/r/il/bb51f7/2876462130/il_fullxfull.2876462130_hile.jpg,https://i.etsystatic.com/26718419/r/il/d6a5e5/2876462048/il_fullxfull.2876462048_nhwf.jpg,https://i.etsystatic.com/26718419/r/il/c954e0/2876462044/il_fullxfull.2876462044_sza6.jpg,https://i.etsystatic.com/26718419/r/il/1b8b9d/2876462040/il_fullxfull.2876462040_rzfj.jpg,https://i.etsystatic.com/26718419/r/il/7a601c/2876462124/il_fullxfull.2876462124_ltbm.jpg,https://i.etsystatic.com/26718419/r/il/af86ee/2876462122/il_fullxfull.2876462122_ozh6.jpg,https://i.etsystatic.com/26718419/r/il/56c50c/2876462118/il_fullxfull.2876462118_xa8v.jpg,https://i.etsystatic.com/26718419/r/il/3047ad/2924146681/il_fullxfull.2924146681_sjvd.jpg,,,,,,,,2200000399496
